gene_accession_id,MGI:1931028
gene_symbol,Recql4
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,ESLIM_005_001_702
pvalue,0.9718058
parameter_name,Lean/Body weight
analysis_id,7aja9188q48iez7
