gene_accession_id,MGI:1858419
Gene_symbol,Bysl
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,eslim_015_001_015
Pvalue,0.06332668
Parameter_name,Alkaline phosphatase
analysis_id,yhqbu82s8c6aw5s
