gene_accession_id,MGI:2140300
gene_symbol,Myorg
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_072_001
pvalue,0.1773163
parameter_name,CD4+ T helper cells - % of CD45+
analysis_id,y3sfl07y5l0c115
