gene_accession_id,MGI:2448562
gene_symbol,Adnp2
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_GRS_011_001
pvalue,0.474105
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,p13c9exam5uj55w
