gene_accession_id,MGI:2140300
gene_symbol,Myorg
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_010
pvalue,0.5848148
parameter_name,PP4 + pulse startle magnitude
analysis_id,k8s83g1oe83187l
