gene_accession_id,MGI:2676312
gene_symbol,Abca12
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,M-G-P_026_001_012
pvalue,0.6307041
parameter_name,Incisor
analysis_id,14sx0p3gogo97es
