gene_accession_id,MGI:1919618
gene_symbol,Borcs8
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,ESLIM_008_001_001
pvalue,0.5401568
parameter_name,Body position
analysis_id,n1k87zo636xl1q7
