gene_accession_id,MGI:1861457
gene_symbol,Dynll1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,impc_acs_036_001
pvalue,0.347043
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,8p6q8635hx4pl97
