gene_accession_id,MGI:2443235
gene_symbol,Rimbp2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_005_001_701
pvalue,0.07111235
parameter_name,BMC/Body weight
analysis_id,87b2v94so0w1241
