gene_accession_id,MGI:107247
gene_symbol,Adam7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_033_001
pvalue,0.3382531
parameter_name,Monocyte differential count
analysis_id,md5yx7r4n70zcpf
