gene_accession_id,MGI:1925212
gene_symbol,SCAF8
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_923_001_001
pvalue,0.4053746
parameter_name,Body weight
analysis_id,75916fhb2s45l3q
