gene_accession_id,MGI:107794
gene_symbol,Zfp69
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_008_001_012
pvalue,0.1490541
parameter_name,Tail elevation
analysis_id,2gkn860kd74q2az
