gene_accession_id,MGI:2154240
gene_symbol,Plxnb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_010_001
pvalue,0.4057255
parameter_name,Periphery distance travelled
analysis_id,8m7z595bfxp401j
