gene_accession_id,MGI:1931028
gene_symbol,Recql4
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,M-G-P_007_001_007
pvalue,0.3813255
parameter_name,Periphery - resting time
analysis_id,233llh31p2i7n96
