gene_accession_id,MGI:1859638
gene_symbol,Pqbp1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,M-G-P_026_001_012
pvalue,0.8186792
parameter_name,Incisor
analysis_id,mb66v511pmd8bll
