gene_accession_id,MGI:1918248
gene_symbol,Phf6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_006_001_017
pvalue,0.1188941
parameter_name,Shape of ribs
analysis_id,xk890qev2ey2760
