gene_accession_id,MGI:1914961
gene_symbol,Nsmce1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_015_001
pvalue,0.9124882
parameter_name,Total cholesterol
analysis_id,3v07p1ya267lew3
