gene_accession_id,MGI:2682952
gene_symbol,Prdm10
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_070_001
pvalue,0.3101734
parameter_name,Total ab T cells - % of CD45+
analysis_id,i1d628l2ho974r5
