gene_accession_id,MGI:105089
gene_symbol,Hsd17b4
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_EYE_056_001
pvalue,0.07054367
parameter_name,Mean left eye lens density
analysis_id,ny4qa50159at8g7
