gene_accession_id,MGI:1919618
gene_symbol,Borcs8
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_005_001
pvalue,0.5199425
parameter_name,Creatinine
analysis_id,99kef93hd5fs3k8
