parameter_name,Conditioning Baseline % Freezing Time
parameter_id,IMPC_FEA_003_001
gene_accession_id,MGI:2182543
pvalue,0.456026
analysis_id,u0t615391h6b4ai
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Grhl2
