gene_accession_id,MGI:2147679
gene_symbol,Patl1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,M-G-P_004_001_001
pvalue,0.9791602
parameter_name,Body Weight
analysis_id,y4re89y92lsm067
