gene_accession_id,MGI:1923896
gene_symbol,Wdr38
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_007_001
pvalue,0.4646947
parameter_name,Coat - color - abdomen
analysis_id,l2fu638191u6j22
