gene_accession_id,MGI:96193
gene_symbol,Hoxc11
mouse_strain,C57BL
mouse_life_stage,early adult
parameter_id,IMPC_GEO_069_001
pvalue,0.8733012
parameter_name,Delayed embryonic development
analysis_id,h9w26l42343321g
