gene_accession_id,MGI:1916690
gene_symbol,Dennd6b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_023
pvalue,0.9152279
parameter_name,HDL-cholesterol
analysis_id,1zagttxx1ut21k4
