gene_accession_id,MGI:1923356
gene_symbol,Kdm3b
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,MGP_IMM_070_001
pvalue,0.4688184
parameter_name,Total ab T cells - % of CD45+
analysis_id,i2a9sbq701fzrb6
