gene_accession_id,MGI:1929492
gene_symbol,Atl2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_003
pvalue,0.241197
parameter_name,Defecation
analysis_id,1mnkm83t3g5x7z7
