gene_accession_id,MGI:1195272
gene_symbol,Eda
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_015_001
pvalue,0.1779002
parameter_name,Total cholesterol
analysis_id,411o4s19zaynfqf
